Date	var	Trt	Rep	N	Axis	Nflig	Nfvis	H_last_col	nff	Lg_F1	Lg_F2	Lg_F3	Lg_F4	Lg_F5	Lg_F6	Lg_F7	Lg_F8	Lg_F9	Lg_F10	Lg_F11	Lg_F12	Lg_F13	fsen_F1	fsen_F2	fsen_F3	fsen_F4	fsen_F5	fsen_F6	fsen_F7	fsen_F8	fsen_F9	fsen_F10	fsen_F11	fsen_F12	fsen_F13	fvert_F1	fvert_F2	fvert_F3	fvert_F4	fvert_F5	fvert_F6	fvert_F7	fvert_F8	fvert_F9	fvert_F10	fvert_F11	fvert_F12	fvert_F13
26/05/2011	Rht3	T1+T2	3	26	MB	12	0		12									16,2	18,1	17,5	12,4		100	100	100	100	100	100	100	100	100	1	1	0														
26/05/2011	Rht3	T1+T2	3	27	MB	11	0		11									19,6	21,4	14,5			100	100	100	100	100	100	100	100	7	7	1															
26/05/2011	Rht3	T1+T2	3	28	MB	12	0		12									18	18	19,2	14,5		100	100	100	100	100	100	100	100	70	3	0	1														
26/05/2011	Rht3	T1+T2	3	29	MB	11	0		11									18	20,5	15			100	100	100	100	100	100	100	100	20	7	6															
26/05/2011	Rht3	T1+T2	3	30	MB	11	0		11								15,2	19	19,7	14,7			100	100	100	100	100	100	100	75	1	1	2															
26/05/2011	Rht3	T1+T2	3	31	MB	11	0		11									20,7					100	100	100	100	100	100	100	100	5	4	4															
26/05/2011	Rht3	T1+T2	3	32	MB	11	0		11								13,5	17,2		14			100	100	100	100	100	100	100	15	0	6	0															
26/05/2011	Rht3	T1+T2	3	33	MB	11	0		11									17,7	17,2	12,2			100	100	100	100	100	100	100	100	100	3	1															
26/05/2011	Rht3	T1+T2	3	34	MB	11	0		11									21,2	23	18,1			100	100	100	100	100	100	100	100	7	4	2															
26/05/2011	Rht3	T1+T2	3	35	MB	11	0		11									18,3	20,3	15			100	100	100	100	100	100	100	100	2	2	5															
26/05/2011	Rht3	T1+T2	3	36	MB	12	0		12									18,3	20				100	100	100	100	100	100	100	100	30	3	4	4														
01/06/2011	Mercia	T1+T2	1	1	MB	12	0		12														100	100	100	100	100	100	100	100	100	11	1,8	2,8														
01/06/2011	Mercia	T1+T2	1	2	MB																																											
01/06/2011	Mercia	T1+T2	1	3	MB	11	0		11														100	100	100	100	100	100	100	100	100	9,6	1,8															
01/06/2011	Mercia	T1+T2	1	4	MB																																											
01/06/2011	Mercia	T1+T2	1	5	MB	11	0		11														100	100	100	100	100	100	100	100	16,5	2,2	1,3															
01/06/2011	Mercia	T1+T2	1	6	MB																																											
01/06/2011	Mercia	T1+T2	1	7	MB	11	0		11														100	100	100	100	100	100	100	100	21	6	1,4															
01/06/2011	Mercia	T1+T2	1	8	MB	12	0		12														100	100	100	100	100	100	100	100	100	5,8	0,8	1,5														
01/06/2011	Mercia	T1+T2	1	9	MB																																											
01/06/2011	Mercia	T1+T2	1	10	MB																																											
01/06/2011	Mercia	T1+T2	1	11	MB	12	0		12														100	100	100	100	100	100	100	100	100	10,5	4	1,3														
01/06/2011	Mercia	T1+T2	1	12	MB	12	0		12														100	100	100	100	100	100	100	100	100	17	3,5	2,1														
01/06/2011	Mercia	T1+T2	2	13	MB	11	0		11														100	100	100	100	100	100	100	100	18	1	1,6															
01/06/2011	Mercia	T1+T2	2	14	MB	12	0		12														100	100	100	100	100	100	100	100	100	15,8	5	1,8														
01/06/2011	Mercia	T1+T2	2	15	MB	12	0		12														100	100	100	100	100	100	100	100	100	100	17,8	3,5														
01/06/2011	Mercia	T1+T2	2	16	MB	12	0		12														100	100	100	100	100	100	100	100	100	8,5	4,5	1,3														
01/06/2011	Mercia	T1+T2	2	17	MB	12	0		12														100	100	100	100	100	100	100	100	20,5	3	0,2	0,6														
01/06/2011	Mercia	T1+T2	2	18	MB	12	0		12														100	100	100	100	100	100	100	100	100	8,6	0,5	1,5														
01/06/2011	Mercia	T1+T2	2	19	MB	11	0		11														100	100	100	100	100	100	100	100	2,7	0,5	0,9															
01/06/2011	Mercia	T1+T2	2	20	MB	12	0		12														100	100	100	100	100	100	100	100	100	4	0,3	1														
01/06/2011	Mercia	T1+T2	2	21	MB	11	0		11														100	100	100	100	100	100	100	100	13	0,7	1,6															
01/06/2011	Mercia	T1+T2	2	22	MB	11	0		11														100	100	100	100	100	100	100	100	19	1,5	0,3															
01/06/2011	Mercia	T1+T2	2	23	MB	12	0		12														100	100	100	100	100	100	100	100	100	100	11	3,5														
01/06/2011	Mercia	T1+T2	2	24	MB	11	0		11														100	100	100	100	100	100	100	100	12,5	1	0,1															
01/06/2011	Mercia	T1+T2	3	25	MB	12	0		12														100	100	100	100	100	100	100	100	14	0,6	0,2	1														
01/06/2011	Mercia	T1+T2	3	26	MB	13	0		13														100	100	100	100	100	100	100	100	100	14,2	0,7	3	0,8													
01/06/2011	Mercia	T1+T2	3	27	MB	11	0		11														100	100	100	100	100	100	100	100	22	0,7	1,7															
01/06/2011	Mercia	T1+T2	3	28	MB	12	0		12														100	100	100	100	100	100	100	100	100	10	4,2	0,9														
01/06/2011	Mercia	T1+T2	3	29	MB	11	0		11														100	100	100	100	100	100	100	100	0	2,5	0,1															
01/06/2011	Mercia	T1+T2	3	30	MB	11	0		11									24,5	27,5	18,1			100	100	100	100	100	100	100	100	100	0,5	0,8															
01/06/2011	Mercia	T1+T2	3	31	MB	12	0		12														100	100	100	100	100	100	100	100	100	1,7	0,3	1														
01/06/2011	Mercia	T1+T2	3	32	MB	12	0		12														100	100	100	100	100	100	100	100	16,8	5,8	0,1	0,2														
01/06/2011	Mercia	T1+T2	3	33	MB	12	0		12														100	100	100	100	100	100	100	100	15,3	0,8	0,7	0,7														
01/06/2011	Mercia	T1+T2	3	34	MB	12	0		12														100	100	100	100	100	100	100	100	100	1,6	1,5	4														
01/06/2011	Mercia	T1+T2	3	35	MB	12	0		12														100	100	100	100	100	100	100	100	100	1,5	2	1,8														
01/06/2011	Mercia	T1+T2	3	36	MB	12	0		12														100	100	100	100	100	100	100	100	16,2	1	0,5	0,7														
01/06/2011	Rht3	T1+T2	1	1	MB	11	0		11														100	100	100	100	100	100	100	100	100	3	1,5															
01/06/2011	Rht3	T1+T2	1	2	MB	12	0		12														100	100	100	100	100	100	100	100	100	2	0,3	3														
01/06/2011	Rht3	T1+T2	1	3	MB																																											
01/06/2011	Rht3	T1+T2	1	4	MB																																											
01/06/2011	Rht3	T1+T2	1	5	MB	11	0		11														100	100	100	100	100	100	100	100	1	0																
01/06/2011	Rht3	T1+T2	1	6	MB	12	0		12														100	100	100	100	100	100	100	100	100	0,3	0,6	1,6														
01/06/2011	Rht3	T1+T2	1	7	MB																																											
01/06/2011	Rht3	T1+T2	1	8	MB	12	0		12														100	100	100	100	100	100	100	100	100	1,5	1	0,4														
01/06/2011	Rht3	T1+T2	1	9	MB																																											
01/06/2011	Rht3	T1+T2	1	10	MB																																											
01/06/2011	Rht3	T1+T2	1	11	MB	11	0		11														100	100	100	100	100	100	100	100	9	0,6	0,1															
01/06/2011	Rht3	T1+T2	1	12	MB																																											
01/06/2011	Rht3	T1+T2	2	13	MB	11	0		11														100	100	100	100	100	100	100	100	100	1,5	0,7															
01/06/2011	Rht3	T1+T2	2	14	MB	10	0		10																																							
01/06/2011	Rht3	T1+T2	2	15	MB																																											
01/06/2011	Rht3	T1+T2	2	16	MB																																											
01/06/2011	Rht3	T1+T2	2	17	MB	11	0		11														100	100	100	100	100	100	100	100	10	1	0,5															
01/06/2011	Rht3	T1+T2	2	18	MB																																											
01/06/2011	Rht3	T1+T2	2	19	MB	11	0		11														100	100	100	100	100	100	100	100	14	2	1															
01/06/2011	Rht3	T1+T2	2	20	MB																																											
01/06/2011	Rht3	T1+T2	2	21	MB	12	0		12														100	100	100	100	100	100	100	100	100	2,8	0,8	0,2														
01/06/2011	Rht3	T1+T2	2	22	MB	10	1		11														100	100	100	100	100	100	100	100	4,2	7																
01/06/2011	Rht3	T1+T2	2	23	MB	11	0		11														100	100	100	100	100	100	100	100	11	1,2	1															
01/06/2011	Rht3	T1+T2	2	24	MB																																											
01/06/2011	Rht3	T1+T2	3	25	MB	11	0		11														100	100	100	100	100	100	100	100	100	1,4	1															
01/06/2011	Rht3	T1+T2	3	26	MB	12	0		12														100	100	100	100	100	100	100	100	100	2,5	0,5	0														
01/06/2011	Rht3	T1+T2	3	27	MB	11	0		11														100	100	100	100	100	100	100	100	11	1	11															
01/06/2011	Rht3	T1+T2	3	28	MB	12	0		12														100	100	100	100	100	100	100	100	100	8	0,4	0,5														
01/06/2011	Rht3	T1+T2	3	29	MB	11	0		11														100	100	100	100	100	100	100	100	13,1	2,6	1															
01/06/2011	Rht3	T1+T2	3	30	MB	11	0		11														100	100	100	100	100	100	100	100	1,5	0,3	0,8															
01/06/2011	Rht3	T1+T2	3	31	MB	11	0		11														100	100	100	100	100	100	100	100	13,6	2,5	1,2															
01/06/2011	Rht3	T1+T2	3	32	MB	11	0		11														100	100	100	100	100	100	100	100	0	1,2	0,5															
01/06/2011	Rht3	T1+T2	3	33	MB	11	0		11														100	100	100	100	100	100	100	100	100	0,6	0,2															
01/06/2011	Rht3	T1+T2	3	34	MB	11	0		11														100	100	100	100	100	100	100	100	4,7	0,8	1															
01/06/2011	Rht3	T1+T2	3	35	MB	11	0		11														100	100	100	100	100	100	100	100	1,2	1,1	0,3															
01/06/2011	Rht3	T1+T2	3	36	MB	12	0		12														100	100	100	100	100	100	100	100	50	1,5	0,7	0,5														
09/06/2011	Mercia	T1+T2	1	1	MB	12	0	59,5	12														100	100	100	100	100	100	100	100	100	80	30	20														
09/06/2011	Mercia	T1+T2	1	2	MB																																											
09/06/2011	Mercia	T1+T2	1	3	MB	11	0	56,5	11														100	100	100	100	100	100	100	100	100	50	15															
09/06/2011	Mercia	T1+T2	1	4	MB																																											
09/06/2011	Mercia	T1+T2	1	5	MB	11	0	61,5	11														100	100	100	100	100	100	100	100	100	30	12															
09/06/2011	Mercia	T1+T2	1	6	MB																																											
09/06/2011	Mercia	T1+T2	1	7	MB	11	0	61,7	11														100	100	100	100	100	100	100	100	100	45	6															
09/06/2011	Mercia	T1+T2	1	8	MB	12	0	69,5	12														100	100	100	100	100	100	100	100	100	35	20	12														
09/06/2011	Mercia	T1+T2	1	9	MB																																											
09/06/2011	Mercia	T1+T2	1	10	MB																																											
09/06/2011	Mercia	T1+T2	1	11	MB	12	0	57	12														100	100	100	100	100	100	100	100	100	100	50	9														
09/06/2011	Mercia	T1+T2	1	12	MB	12	0	65,5	12														100	100	100	100	100	100	100	100	100	100	30	25														
09/06/2011	Mercia	T1+T2	2	13	MB	11	0	56,8	11														100	100	100	100	100	100	100	100	100	45	15															
09/06/2011	Mercia	T1+T2	2	14	MB	12	0	62,6	12														100	100	100	100	100	100	100	100	100	90	70	30														
09/06/2011	Mercia	T1+T2	2	15	MB	12	0	60	12														100	100	100	100	100	100	100	100	100	100	100	75														
09/06/2011	Mercia	T1+T2	2	16	MB	12	0	67,5	12														100	100	100	100	100	100	100	100	100	60	20	10														
09/06/2011	Mercia	T1+T2	2	17	MB	12	0	70	12														100	100	100	100	100	100	100	100	100	30	5	4														
09/06/2011	Mercia	T1+T2	2	18	MB	12	0	64	12														100	100	100	100	100	100	100	100	100	100	15	7														
09/06/2011	Mercia	T1+T2	2	19	MB	11	0	66	11														100	100	100	100	100	100	100	100	45	6	5															
09/06/2011	Mercia	T1+T2	2	20	MB	12	0	61,5	12														100	100	100	100	100	100	100	100	100	45	10	6														
09/06/2011	Mercia	T1+T2	2	21	MB	11	0	53	11														100	100	100	100	100	100	100	100	95	30	5															
09/06/2011	Mercia	T1+T2	2	22	MB	11	0	52,5	11														100	100	100	100	100	100	100	100	100	35	7															
09/06/2011	Mercia	T1+T2	2	23	MB	12	0	63	12														100	100	100	100	100	100	100	100	100	100	100	100														
09/06/2011	Mercia	T1+T2	2	24	MB	11	0	61	11														100	100	100	100	100	100	100	100	90	10	5															
09/06/2011	Mercia	T1+T2	3	25	MB	12	0	66,5	12														100	100	100	100	100	100	100	100	100	35	3	5														
09/06/2011	Mercia	T1+T2	3	26	MB	13	0	69,8	13														100	100	100	100	100	100	100	100	100	100	35	10	10													
09/06/2011	Mercia	T1+T2	3	27	MB	11	0	65,5	11														100	100	100	100	100	100	100	100	100	25	7															
09/06/2011	Mercia	T1+T2	3	28	MB	12	0	68,5	12														100	100	100	100	100	100	100	100	100	65	18	6														
09/06/2011	Mercia	T1+T2	3	29	MB	11	0	61	11														100	100	100	100	100	100	100	100	65	12	5															
09/06/2011	Mercia	T1+T2	3	30	MB	11	0	67	11														100	100	100	100	100	100	100	100	100	25	5															
09/06/2011	Mercia	T1+T2	3	31	MB	12	0	69,5	12														100	100	100	100	100	100	100	100	100	65	5	5														
09/06/2011	Mercia	T1+T2	3	32	MB	12	0	65,5	12														100	100	100	100	100	100	100	100	100	30	3	2														
09/06/2011	Mercia	T1+T2	3	33	MB	12	0	73	12														100	100	100	100	100	100	100	100	100	25	5	4														
09/06/2011	Mercia	T1+T2	3	34	MB	12	0	72	12														100	100	100	100	100	100	100	100	100	55	25	15														
09/06/2011	Mercia	T1+T2	3	35	MB	12	0	70,5	12														100	100	100	100	100	100	100	100	100	65	8	8														
09/06/2011	Mercia	T1+T2	3	36	MB	12	0	70	12														100	100	100	100	100	100	100	100	100	35	5	5														
09/06/2011	Rht3	T1+T2	1	1	MB	11	0	31,5	11														100	100	100	100	100	100	100	100	100	97	7															
09/06/2011	Rht3	T1+T2	1	2	MB	12	0	37	12														100	100	100	100	100	100	100	100	100	25	12	30														
09/06/2011	Rht3	T1+T2	1	3	MB																																											
09/06/2011	Rht3	T1+T2	1	4	MB																																											
09/06/2011	Rht3	T1+T2	1	5	MB	11	0	22,5	11														100	100	100	100	100	100	100	100	87	4																
09/06/2011	Rht3	T1+T2	1	6	MB	12	0	34,5	12														100	100	100	100	100	100	100	100	100	20	15	5														
09/06/2011	Rht3	T1+T2	1	7	MB																																											
09/06/2011	Rht3	T1+T2	1	8	MB	12	0	26	12														100	100	100	100	100	100	100	100	100	75	15	6														
09/06/2011	Rht3	T1+T2	1	9	MB																																											
09/06/2011	Rht3	T1+T2	1	10	MB																																											
09/06/2011	Rht3	T1+T2	1	11	MB	11	0	24,5	11														100	100	100	100	100	100	100	100	95	5	3															
09/06/2011	Rht3	T1+T2	1	12	MB																																											
09/06/2011	Rht3	T1+T2	2	13	MB	11	0	27	11														100	100	100	100	100	100	100	100	100	15	10															
09/06/2011	Rht3	T1+T2	2	14	MB	10	0		10																																							
09/06/2011	Rht3	T1+T2	2	15	MB																																											
09/06/2011	Rht3	T1+T2	2	16	MB																																											
09/06/2011	Rht3	T1+T2	2	17	MB	11	0	27,5	11														100	100	100	100	100	100	100	100	95	18	6															
09/06/2011	Rht3	T1+T2	2	18	MB																																											
09/06/2011	Rht3	T1+T2	2	19	MB	11	0	30,5	11														100	100	100	100	100	100	100	100	100	85	15															
09/06/2011	Rht3	T1+T2	2	20	MB																																											
09/06/2011	Rht3	T1+T2	2	21	MB	12	0	29	12														100	100	100	100	100	100	100	100	100	30	6	2														
09/06/2011	Rht3	T1+T2	2	22	MB	11	0	19	11														100	100	100	100	100	100	100	100	100	65	20															
09/06/2011	Rht3	T1+T2	2	23	MB	11	0	31	11														100	100	100	100	100	100	100	100	100	85	35															
09/06/2011	Rht3	T1+T2	2	24	MB																																											
09/06/2011	Rht3	T1+T2	3	25	MB	11	0	28	11														100	100	100	100	100	100	100	100	100	40	5															
09/06/2011	Rht3	T1+T2	3	26	MB	12	0	30,5	12														100	100	100	100	100	100	100	100	100	60	6	5														
09/06/2011	Rht3	T1+T2	3	27	MB	11	0	31,5	11														100	100	100	100	100	100	100	100	100	12	6															
09/06/2011	Rht3	T1+T2	3	28	MB	12	0	33	12														100	100	100	100	100	100	100	100	100	100	30	6														
09/06/2011	Rht3	T1+T2	3	29	MB	11	0	31	11														100	100	100	100	100	100	100	100	100	15	10															
09/06/2011	Rht3	T1+T2	3	30	MB	11	0	33	11														100	100	100	100	100	100	100	100	78	7	5															
09/06/2011	Rht3	T1+T2	3	31	MB	11	0	33	11														100	100	100	100	100	100	100	100	100	20	7															
09/06/2011	Rht3	T1+T2	3	32	MB	11	0	31,5	11														100	100	100	100	100	100	100	100	85	5	4															
09/06/2011	Rht3	T1+T2	3	33	MB	11	0	30,5	11														100	100	100	100	100	100	100	100	100	5	1															
09/06/2011	Rht3	T1+T2	3	34	MB	11	0	33,5	11														100	100	100	100	100	100	100	100	100	7	7															
09/06/2011	Rht3	T1+T2	3	35	MB	11	0	32,5	11														100	100	100	100	100	100	100	100	35	8	5															
09/06/2011	Rht3	T1+T2	3	36	MB	12	0	32	12														100	100	100	100	100	100	100	100	100	70	5	5														
